,comment,status
8268,"Fantastic food (don't miss the beets!). May have been the best meal I had all year (omg that salt-cured tuna). Loved sitting at the bar and watching the (very talented) kitchen staff at work, and the bartender made every cocktail I asked for (off menu). Just sit as far as you can from the door in the winter time!",1
8269,"Long wait, good wine, good food; can't wait? Don't go! I have always wanted to check out this place since I've been in Chicago, and finally after 6 years I made my way here with a few other people. The wait was an hour long but the host and servers kept us in the loop with updated wait times, complimentary popcorn, and served us drinks while we waited. The menu is filled with a little bit of everything for everyone's palate. Food portion, quality, and customer service was top notch. I'd definitely recommend this place for dates (for patient couples).",1
8270,This place was recommended to us by a friend and it exceeded my expectations. The food was outstanding. One of my top 10 best ever. I had an amazing glass of wine too. The staff was very friendly too. Highly recommend.,1
8271,"Fun place with very interesting flavor combinations. The menu is all over the place with Greek, Italian, French and Spanish influences. Our server was Jan and even though it was ""her first day"" she made amazing suggestions (both food and wine) and was very personable. Great experience!",1
8272,"Delicious food, unique blends of taste.  The milk-braised pork shoulder was fantastic.  The waitress seemed inattentive to our table even though the place was not terribly busy. Otherwise, had a wonderful evening.",1
8273,"Extremely good restaurant.
I landed here because Zagat recommended it.
The service was excellent.
We had to eat in the bar because there was a long waiting list.
The food was delicious, it was different, high quality, definitely worth it.
If you go to Chicago, I’d recommend going to the Purple Pig.",1
8274,"Food was ok.  Service was great.  You pick small plates of food that may not go together, but are are very good individually.  Some plates tasted premade others tasted fresh.  Overall I enjoyed eating there.  It's worth a shot",1
8275,The Purple Pig serves food with a magnifican and an original combination of flavors. My daughter took us today and we enjoyed it a lot. The Pork belly has an original combination of flavors. The octopus in salsa verde was delicious and the turkey leg was outstanding. They have a variety of excellent wines. We will come again in our next visit to Chicago.,1
8276,"Love it!!!!! Great service and food.
A little crowdy",1
8277,A little heavy on the sweet to balance out the umami in their big plates. That said the pig's ears w/ over easy egg & the duck confit w/ smoked trout roe & Greek yogurt were delicious. Staff excellent at wine pairings and the shared table dining experience was was friendly and gave a pleasantly gregarious atmosphere. Will go again & highly recommend.,1
8278,"Came from  S. Florida and purple pig was ""on the list"". It definitely did not disappoint.
Great food and outstanding service.
Would recommend the pig ears and also the pork belly,  but so many delicious items.
Highly recommend",1
8279,"We recently visited this restaurant with a party of 12. I personally tried 6 different entrees each running 16-22 dollars a piece. The portions are extremely small and the flavor is minimal. The server was not accommodating to our questions and the service was slow. When we reminded our waiter that he had not taken the order of 2 in our party there was no apology, he actually appeared irritated. This place is over rated, crowded, loud and uncomfortable. We don't plan to go back.",0
8280,"This place has quickly become one of my favorite places to grab a bite to eat. The staff is tremendously friendly and helpfully. The efficiency of the place is in itself a masterpiece. The salt-roasted beets are some of the best I've every had, and the butternut squash is absolutely delicious.",1
